action_type,author.badges.0.icon_name,author.badges.0.title,author.id,author.images.0.height,author.images.0.id,author.images.0.url,author.images.0.width,author.images.1.height,author.images.1.id,author.images.1.url,author.images.1.width,author.name,message,message_id,message_type,time_in_seconds,time_text,timestamp
add_chat_item,,,UCNWeSVJzPYmwfY0RQczwJ3A,32,32x32,https://yt4.ggpht.com/ytc/AKedOLTJQA8xy4ImaDFUsCrbd-J7L__zoZKie5WD0On7nA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLTJQA8xy4ImaDFUsCrbd-J7L__zoZKie5WD0On7nA=s64-c-k-c0x00ffffff-no-rj,64,ザオラルをとなえた,うぇーすうぇーす,CjoKGkNJQ204ZVhwaVBRQ0ZYN0J3Z1FkWVMwRHh3EhxDS3pDdXRUcGlQUUNGUThaS2dvZFhCQVBjUS0w,text_message,-69,-1:09,1636376579429178
add_chat_item,,,UCowmCf3oWwkZbFOXh5dYVfQ,32,32x32,https://yt4.ggpht.com/ytc/AKedOLSNc_agktg7tj2wjFJkKKyzT918Q3YHzcv6OQ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLSNc_agktg7tj2wjFJkKKyzT918Q3YHzcv6OQ=s64-c-k-c0x00ffffff-no-rj,64,エメサル,やぁやぁ,CjoKGkNPcTFoT25waVBRQ0ZiNE1yUVlkOUpRQ1VnEhxDT3ZUME9YcGlQUUNGUlB1V0FvZG5mY0pHUS0w,text_message,-62,-1:02,1636376586033946
add_chat_item,,,UCFrnNKHf-kbv6lDwNa0B7zw,32,32x32,https://yt4.ggpht.com/mVfjaPy89g13q1xBs1SZEdamWXV6e5cbHE4ekTHoobNJGVkij60s4chl4IhwuQoaBhOAXEJP=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/mVfjaPy89g13q1xBs1SZEdamWXV6e5cbHE4ekTHoobNJGVkij60s4chl4IhwuQoaBhOAXEJP=s64-c-k-c0x00ffffff-no-rj,64,KUSOKAZ,わーい,CjoKGkNKR1dtZW5waVBRQ0ZaUER3Z1FkX013QlBnEhxDTXVTNzl6cGlQUUNGWUhFT0FZZGx3NE1UQS0w,text_message,-62,-1:02,1636376586373933
add_chat_item,,,UC5WM0mSS5Em6iXprC6TXXLg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLSorHdmswATJ3kEl4LLwzlmuD3tRSyrtUptXA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLSorHdmswATJ3kEl4LLwzlmuD3tRSyrtUptXA=s64-c-k-c0x00ffffff-no-rj,64,NAMIKI'sChannel,子守唄はやく,CjoKGkNKYjV4T25waVBRQ0ZUQWRyUVlkZ3ZrSkNBEhxDTmJaa05UcGlQUUNGUmJOT0FZZExNb0Utdy0w,text_message,-61,-1:01,1636376587091136
add_chat_item,,,UCzqt_ZLdWPkmdNnpb_W8uZw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLS312nuA4PVdQjS_gVSgSCf7bnuXdleklHP5g=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLS312nuA4PVdQjS_gVSgSCf7bnuXdleklHP5g=s64-c-k-c0x00ffffff-no-rj,64,ぽぽっぽ,嬉しい:grinning_face_with_big_eyes:,CjoKGkNNaUg1LXJwaVBRQ0ZTSVk1d29kcXRjQk9BEhxDTmZDc2VYcGlQUUNGVlNSd2dvZGMya0FmUS0w,text_message,-59,-0:59,1636376589747190
add_chat_item,,,UCIQUxVgSxQysRDZ1rgmGzXw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRDGw3M9YU2GZjRSp8YXW5jVkp3QZubKJybmA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRDGw3M9YU2GZjRSp8YXW5jVkp3QZubKJybmA=s64-c-k-c0x00ffffff-no-rj,64,小野寺涼子,はぃこんちゃこんちゃ,CjoKGkNPblFxZXZwaVBRQ0ZkVXByUVlkSlZZQkNBEhxDSm1yb003cGlQUUNGYnFaVmdFZERvMEgwdy0z,text_message,-58,-0:58,1636376590837907
add_chat_item,moderator,Moderator,UCSdrVwJxOicgvMWwJRAMlRw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLTqdPXfkMcLrZsmUTJi5efoqCvklI6zqqEhHHy2bQ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLTqdPXfkMcLrZsmUTJi5efoqCvklI6zqqEhHHy2bQ=s64-c-k-c0x00ffffff-no-rj,64,らむ,うぇす,CjoKGkNKdll1T3pwaVBRQ0ZaUER3Z1FkX013QlBnEhxDSWlUNi1ycGlQUUNGUkZVaFFvZEFMME15QS0w,text_message,-55,-0:55,1636376593181756
add_chat_item,,,UCs6_S2UeiUisdX6iIkn3zGA,32,32x32,https://yt4.ggpht.com/InlXILFctgFOOkA18YwWeBzKIARQYt_gpCQnM51ANxILPel0ro05o_GCYLjaRohXUAgZx3Qt=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/InlXILFctgFOOkA18YwWeBzKIARQYt_gpCQnM51ANxILPel0ro05o_GCYLjaRohXUAgZx3Qt=s64-c-k-c0x00ffffff-no-rj,64,のいしーふぃっしー,あと2分くらいか,CkUKGkNNMld3dXpwaVBRQ0ZUVWI1d29kUzlnT2tBEidDTFQ5eWQzcGlQUUNGWFpYaFFvZHpYc0NxUTE2MzYzNzY1OTM5OTQ%3D,text_message,-55,-0:55,1636376593337206
add_chat_item,,,UCX3ZcBRIwImuZLOD4WpQOnA,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQ0q0J6wxKa-lVPQmzr7fHVXWjuTvrUscQ_3L0Uiw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQ0q0J6wxKa-lVPQmzr7fHVXWjuTvrUscQ_3L0Uiw=s64-c-k-c0x00ffffff-no-rj,64,N Uehara,はよ,CjoKGkNMcTY2dXpwaVBRQ0Zic1ZyUVlkM3pNS05nEhxDS3lmME5mcGlQUUNGYXhBOVFVZEg2MFBSQS0w,text_message,-55,-0:55,1636376593997159
add_chat_item,,,UCBd6CNvgxSFGjcOOEf99fXw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQRS9SU1xDQ9TmtE88O40skyVYpueMkCyVQx_JI=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQRS9SU1xDQ9TmtE88O40skyVYpueMkCyVQx_JI=s64-c-k-c0x00ffffff-no-rj,64,ナカヒト,夜更かしパーティーだな,CkUKGkNMbkh6ZTNwaVBRQ0ZUTER3Z1FkUTRnTUVBEidDSTZUbDU3cGlQUUNGWW9sV0FvZEdVOEYxdzE2MzYzNzY1OTQyNzA%3D,text_message,-53,-0:53,1636376595620824
add_chat_item,,,UCE1T5987FD61wHEoIvPXxSg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLTYyyIWLFYO1oNwYbr6h0tFxQfXH6UUKont1w=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLTYyyIWLFYO1oNwYbr6h0tFxQfXH6UUKont1w=s64-c-k-c0x00ffffff-no-rj,64,すんすけ,1、2、3、5、6,CjoKGkNJLUFsTzdwaVBRQ0ZiNE1yUVlkOUpRQ1VnEhxDSlRxdy1mcGlQUUNGY1ZpWUFvZEVna0l4US0w,text_message,-52,-0:52,1636376596774973
add_chat_item,,,UCQnM__PknWGWTeeEEPsraiQ,32,32x32,https://yt4.ggpht.com/ytc/AKedOLSKPORNeoIE1Y-Kiy4qIG6U7LqVHvnfyrJTYxV_GxmEwLJMSshlGyWQTv5XZLBQ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLSKPORNeoIE1Y-Kiy4qIG6U7LqVHvnfyrJTYxV_GxmEwLJMSshlGyWQTv5XZLBQ=s64-c-k-c0x00ffffff-no-rj,64,TOLA,ネジキ今日も無理じゃない？,CjoKGkNQUEQ4LTdwaVBRQ0ZkVXByUVlkSlZZQkNBEhxDSkRsdk9mcGlQUUNGVmRFOVFVZFFyRUc0US0w,text_message,-50,-0:50,1636376598340136
add_chat_item,,,UCLBzLhZnXGHnDpziUO5AZrg,32,32x32,https://yt4.ggpht.com/ZVckZrP2CgSG_FSESNtvtJEaMMgDU97ZE7ndmhNPhSLDz9BIBfEKx66ybKekvnUC0gjeYbyd=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ZVckZrP2CgSG_FSESNtvtJEaMMgDU97ZE7ndmhNPhSLDz9BIBfEKx66ybKekvnUC0gjeYbyd=s64-c-k-c0x00ffffff-no-rj,64,BRND2618,1 2 3 4 5 6 7 8...,CkUKGkNPUGxsZV9waVBRQ0ZUTER3Z1FkUTRnTUVBEidDS19janRYcGlQUUNGUUxRVEFJZGFkWUxfQTE2MzYzNzY1OTQyNTk%3D,text_message,-50,-0:50,1636376598901521
add_chat_item,,,UCIQUxVgSxQysRDZ1rgmGzXw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRDGw3M9YU2GZjRSp8YXW5jVkp3QZubKJybmA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRDGw3M9YU2GZjRSp8YXW5jVkp3QZubKJybmA=s64-c-k-c0x00ffffff-no-rj,64,小野寺涼子,はいこんちゃこちゃ,CjoKGkNMM05tZV9waVBRQ0ZaWER3Z1FkNEZBR3dBEhxDSm1yb003cGlQUUNGYnFaVmdFZERvMEgwdy00,text_message,-50,-0:50,1636376598963964
add_chat_item,,,UCU943LDgMmylaN0UVFEyBPg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQInIE8s7eomh5tUDcyt0equ192UJaUBu7bn62y7A=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQInIE8s7eomh5tUDcyt0equ192UJaUBu7bn62y7A=s64-c-k-c0x00ffffff-no-rj,64,ひーさん,ひろゆき～,CjkKGkNMZlpnUERwaVBRQ0ZYN0J3Z1FkWVMwRHh3EhtDTm10cExIcGlQUUNGYkZCblFrZG1WMEczZzE%3D,text_message,-48,-0:48,1636376600653005
add_chat_item,,,UCo2QP6CBzwwKffZNZWzIGRA,32,32x32,https://yt4.ggpht.com/Dy6QgTy_nkfhtkh_PJSLepAl9dHEc0xdpDUtSql-xxYAsgJb_XL9JD8e_O6-_rESWD9yJDkScg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/Dy6QgTy_nkfhtkh_PJSLepAl9dHEc0xdpDUtSql-xxYAsgJb_XL9JD8e_O6-_rESWD9yJDkScg=s64-c-k-c0x00ffffff-no-rj,64,のりんこ,やあ,CkUKGkNKZk01X0RwaVBRQ0ZYN0J3Z1FkWVMwRHh3EidDTXpxNU8zcGlQUUNGVURxT0FZZE82b0d4dzE2MzYzNzY2MDM0MTg%3D,text_message,-46,-0:46,1636376602338864
add_chat_item,,,UCft5g84_Xaz1DwG2aMwo3Qg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLR60gLhYlz074rrgycMTKu2ZFRRSPg_sYEwyVKgNCwsAE6rZRbTSlDa-s3lXHOZ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLR60gLhYlz074rrgycMTKu2ZFRRSPg_sYEwyVKgNCwsAE6rZRbTSlDa-s3lXHOZ=s64-c-k-c0x00ffffff-no-rj,64,uchy,楽しみー,CjoKGkNManktUERwaVBRQ0ZaUER3Z1FkX013QlBnEhxDTWFlOGVqcGlQUUNGUmp2andvZGZYZ0x3dy0w,text_message,-46,-0:46,1636376602622315
add_chat_item,,,UCw6wNJWCFvylG_AR1IqYQbQ,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQUcszBYpj6pdt3vnei0PXrCtFCfeTqJybAEw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQUcszBYpj6pdt3vnei0PXrCtFCfeTqJybAEw=s64-c-k-c0x00ffffff-no-rj,64,Pei Pei,今日のビールは,CjoKGkNNeW5ndkhwaVBRQ0ZkVXByUVlkSlZZQkNBEhxDSXlOeExUcGlQUUNGWFhhVEFJZC1Ic0FiQS0w,text_message,-46,-0:46,1636376602776590
add_chat_item,,,UCzqt_ZLdWPkmdNnpb_W8uZw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLS312nuA4PVdQjS_gVSgSCf7bnuXdleklHP5g=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLS312nuA4PVdQjS_gVSgSCf7bnuXdleklHP5g=s64-c-k-c0x00ffffff-no-rj,64,ぽぽっぽ,わくわく,CjoKGkNOZS1wdkxwaVBRQ0ZTSVk1d29kcXRjQk9BEhxDTmZDc2VYcGlQUUNGVlNSd2dvZGMya0FmUS0x,text_message,-43,-0:43,1636376605466503
add_chat_item,,,UCIQUxVgSxQysRDZ1rgmGzXw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRDGw3M9YU2GZjRSp8YXW5jVkp3QZubKJybmA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRDGw3M9YU2GZjRSp8YXW5jVkp3QZubKJybmA=s64-c-k-c0x00ffffff-no-rj,64,小野寺涼子,はいコンチャコ,CjoKGkNJcnludlBwaVBRQ0ZUTER3Z1FkUTRnTUVBEhxDSm1yb003cGlQUUNGYnFaVmdFZERvMEgwdy01,text_message,-41,-0:41,1636376607439140
add_chat_item,,,UCrXgNefXf2dOdjUMrteMVJw,32,32x32,https://yt4.ggpht.com/-u56s-Jn8tMt2AeLDWLu68BrQSONsaCHz07knUUqKwGAXFwZ2L7WS-KCqnyj6jLJhnHfjPXDrw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/-u56s-Jn8tMt2AeLDWLu68BrQSONsaCHz07knUUqKwGAXFwZ2L7WS-KCqnyj6jLJhnHfjPXDrw=s64-c-k-c0x00ffffff-no-rj,64,ひよってるやついる？,ひろゆき名言,CkUKGkNMS0d2ZlRwaVBRQ0ZaWER3Z1FkNEZBR3dBEidDSURZMmJfcGlQUUNGWnZ0T0FZZHZlY0lkUTE2MzYzNzY2MDk4OTY%3D,text_message,-38,-0:38,1636376610030418
add_chat_item,,,UCrIYI5xMS54qDy6BT3GeELg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRN02pYbnPSPGeMqSJGPJpVGvslk1-R-BF76g=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRN02pYbnPSPGeMqSJGPJpVGvslk1-R-BF76g=s64-c-k-c0x00ffffff-no-rj,64,フィールドライス,にしむらさん,CkUKGkNPaU96dlRwaVBRQ0ZTSVk1d29kcXRjQk9BEidDTno4emR6cGlQUUNGUkNKandvZDZ2RUMwUTE2MzYzNzY2MTAwMTQ%3D,text_message,-38,-0:38,1636376610310030
add_chat_item,,,UCoCHPJ8jEsaZsBPrwaG34hg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQ23yXrcr_USe7TOeQwZUPW7gfNjTtiiBprwOzA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQ23yXrcr_USe7TOeQwZUPW7gfNjTtiiBprwOzA=s64-c-k-c0x00ffffff-no-rj,64,ぷくのり,こんばんは,CjoKGkNNTHNqUFhwaVBRQ0ZUQWRyUVlkZ3ZrSkNBEhxDUDNrNU92cGlQUUNGVW1SV0FvZFltc1BkUS0w,text_message,-37,-0:37,1636376611337850
add_chat_item,,,UCOpqv5qlj6HjCCi7QJtUV1w,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQB2hG54FpFiQrBtaihzTDKtK14LA5copdSqezKOQ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQB2hG54FpFiQrBtaihzTDKtK14LA5copdSqezKOQ=s64-c-k-c0x00ffffff-no-rj,64,saori tys,ワクワク,CkUKGkNMR1drdmJwaVBRQ0ZUQWRyUVlkZ3ZrSkNBEidDTXp3cDhQcGlQUUNGUlZ0andvZDJtVUdwUTE2MzYzNzY2MTE3MDQ%3D,text_message,-35,-0:35,1636376613522281
add_chat_item,,,UCsm_NIwmWgQRPJaKOhdf1yw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLR9mqJMxjt50UgTleqR2eELhtFVMqqS3OAsp1Eg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLR9mqJMxjt50UgTleqR2eELhtFVMqqS3OAsp1Eg=s64-c-k-c0x00ffffff-no-rj,64,股3,ひろゆきにブロックされてみたい,CjkKGkNOMkkxX2ZwaVBRQ0ZUQWRyUVlkZ3ZrSkNBEhtDSjJSbXVMcGlQUUNGUmJHT0FZZElROEtUZzA%3D,text_message,-32,-0:32,1636376616748175
add_chat_item,,,UC4mRNmRp4aI5kjtXaEDwwRg,32,32x32,https://yt4.ggpht.com/IsiART2nY8dveT6X0RjryWOa9VQ0LPbY_KKBclr4CnpnfFVRzlzlN1LxqH8-mi_5uhz6YTzxeEU=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/IsiART2nY8dveT6X0RjryWOa9VQ0LPbY_KKBclr4CnpnfFVRzlzlN1LxqH8-mi_5uhz6YTzxeEU=s64-c-k-c0x00ffffff-no-rj,64,UCH,乾杯うぇーす,CjoKGkNMUEl4X2pwaVBRQ0ZRTEJ3Z1FkcFVJQ2RREhxDUHlQOXZQcGlQUUNGVW1GandvZHN1d0JTUS0w,text_message,-30,-0:30,1636376618591313
add_chat_item,,,UC1MuXpbKQZgpr4YHc-1Tftg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRWTPyGY_bHALsmhjgl9wSAh_L-IvvuLIpwT9z35Qdjtb-LWB5XKiFshVZhv_CmENU=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRWTPyGY_bHALsmhjgl9wSAh_L-IvvuLIpwT9z35Qdjtb-LWB5XKiFshVZhv_CmENU=s64-c-k-c0x00ffffff-no-rj,64,ななお,モフモフ,CkUKGkNOdVFpUG5waVBRQ0ZXb0dyUVlkaVVVSUh3EidDS25NaHVycGlQUUNGVGxCblFrZEFDVUZ4UTE2MzYzNzY2MTg2NTA%3D,text_message,-29,-0:29,1636376619649157
add_chat_item,,,UCVy7HCO9HOHvsjHqfYj374Q,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQ8QDqAeL2DRNKkAnkbojuJtZsUn-oXgE73Nw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQ8QDqAeL2DRNKkAnkbojuJtZsUn-oXgE73Nw=s64-c-k-c0x00ffffff-no-rj,64,Eisuke O,うぇっす,CjoKGkNObmgyZm5waVBRQ0ZUVWI1d29kUzlnT2tBEhxDTXU3My03cGlQUUNGUWlBY0FvZExTd0lTZy0w,text_message,-28,-0:28,1636376620986632
add_chat_item,,,UCFtcpXFornvwwAt4EwpzVIg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLS6FXqAc0f1PjxiY9lsDqXONFm5ImE-szOB9lgn=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLS6FXqAc0f1PjxiY9lsDqXONFm5ImE-szOB9lgn=s64-c-k-c0x00ffffff-no-rj,64,あああさん,ひろゆきより俺に質問したいことある？,CjoKGkNJcW00Zm5waVBRQ0ZhckF3Z1FkNVN3QWtREhxDTW1rNlBQcGlQUUNGWU9Wd2dvZHlaTVBIUS0w,text_message,-27,-0:27,1636376621110132
add_chat_item,,,UCBd6CNvgxSFGjcOOEf99fXw,32,32x32,https://yt4.ggpht.com/ytc/AKedOLQRS9SU1xDQ9TmtE88O40skyVYpueMkCyVQx_JI=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLQRS9SU1xDQ9TmtE88O40skyVYpueMkCyVQx_JI=s64-c-k-c0x00ffffff-no-rj,64,ナカヒト,うぇすうぇーーっす,CkUKGkNMSHduUHJwaVBRQ0ZYN0J3Z1FkWVMwRHh3EidDSTZUbDU3cGlQUUNGWW9sV0FvZEdVOEYxdzE2MzYzNzY2MjA3MDQ%3D,text_message,-26,-0:26,1636376622086265
add_chat_item,,,UCjDF52Lbk7emSJRpMAzHXUg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRPFXZ_kS873tt2xdoFka8bOZAp3vQv-sS-eg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRPFXZ_kS873tt2xdoFka8bOZAp3vQv-sS-eg=s64-c-k-c0x00ffffff-no-rj,64,顔面凶器,ひろくんはよ,CkUKGkNLbWY1ZnJwaVBRQ0ZUTER3Z1FkUTRnTUVBEidDS25KbWZMcGlQUUNGUUlkV0FvZHBka0p1UTE2MzYzNzY2MjM2OTU%3D,text_message,-25,-0:25,1636376623271879
add_chat_item,,,UC_zMpzsAYMbYn6j1R4qhB2g,32,32x32,https://yt4.ggpht.com/fXwWWItGzYBctmR4lVTMykdop1FHor3JGk_GQk15pdWL0RYcQ-zSyDUZjHFnDLdd4PlwDk-Yqg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/fXwWWItGzYBctmR4lVTMykdop1FHor3JGk_GQk15pdWL0RYcQ-zSyDUZjHFnDLdd4PlwDk-Yqg=s64-c-k-c0x00ffffff-no-rj,64,しっぷー,おっさんがダラダラ〜　を聞きに来てる,CkUKGkNJamg3dnJwaVBRQ0ZUTER3Z1FkUTRnTUVBEidDTExueXJmcGlQUUNGYU9rNlFvZDFPd0QyUTE2MzYzNzY2MjUzNDE%3D,text_message,-25,-0:25,1636376623427834
add_chat_item,,,UCBII1GE2uOL8ZwD0hv57VfQ,32,32x32,https://yt4.ggpht.com/ytc/AKedOLSZW62YrIH-NIlIkX4NZS-lRLdc7TRIBiXw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLSZW62YrIH-NIlIkX4NZS-lRLdc7TRIBiXw=s64-c-k-c0x00ffffff-no-rj,64,ポンポン,楽しみー,CjoKGkNKM3NnZnZwaVBRQ0ZTSVk1d29kcXRjQk9BEhxDT09uOHZEcGlQUUNGUWVZVmdFZGhIUU5HQS0w,text_message,-25,-0:25,1636376623740481
add_chat_item,,,UCQnM__PknWGWTeeEEPsraiQ,32,32x32,https://yt4.ggpht.com/ytc/AKedOLSKPORNeoIE1Y-Kiy4qIG6U7LqVHvnfyrJTYxV_GxmEwLJMSshlGyWQTv5XZLBQ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLSKPORNeoIE1Y-Kiy4qIG6U7LqVHvnfyrJTYxV_GxmEwLJMSshlGyWQTv5XZLBQ=s64-c-k-c0x00ffffff-no-rj,64,TOLA,こんばんは(*´ω｀*),CjoKGkNLMjU2dnpwaVBRQ0ZaUER3Z1FkX013QlBnEhxDSkRsdk9mcGlQUUNGVmRFOVFVZFFyRUc0US0x,text_message,-21,-0:21,1636376627551430
add_chat_item,,,UCc48_zJfl5YRkYuBuUxtmYw,32,32x32,https://yt4.ggpht.com/xrUnQy73kGfAjeRYA9WNTRupQamsFiHn1uGFSqRVTNFUfS1fGoWiVDQ9-xLEwNX7TXGf4FOA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/xrUnQy73kGfAjeRYA9WNTRupQamsFiHn1uGFSqRVTNFUfS1fGoWiVDQ9-xLEwNX7TXGf4FOA=s64-c-k-c0x00ffffff-no-rj,64,かわちゃんねる,前回配信で　芝居について　スパチャしたものです　チャンネル登録して　動画の更新を待ってください,CjkKGkNQeVI5dnpwaVBRQ0ZYN0J3Z1FkWVMwRHh3EhtDSlh3cWRQcGlQUUNGZGlIandvZFNmc0l5dzE%3D,text_message,-21,-0:21,1636376627742999
add_chat_item,,,UCrXgNefXf2dOdjUMrteMVJw,32,32x32,https://yt4.ggpht.com/-u56s-Jn8tMt2AeLDWLu68BrQSONsaCHz07knUUqKwGAXFwZ2L7WS-KCqnyj6jLJhnHfjPXDrw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/-u56s-Jn8tMt2AeLDWLu68BrQSONsaCHz07knUUqKwGAXFwZ2L7WS-KCqnyj6jLJhnHfjPXDrw=s64-c-k-c0x00ffffff-no-rj,64,ひよってるやついる？,ない,CkUKGkNOX2h0djdwaVBRQ0ZUTER3Z1FkUTRnTUVBEidDSURZMmJfcGlQUUNGWnZ0T0FZZHZlY0lkUTE2MzYzNzY2MzA3NjU%3D,text_message,-18,-0:18,1636376630898968
add_chat_item,,,UCrIYI5xMS54qDy6BT3GeELg,32,32x32,https://yt4.ggpht.com/ytc/AKedOLRN02pYbnPSPGeMqSJGPJpVGvslk1-R-BF76g=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLRN02pYbnPSPGeMqSJGPJpVGvslk1-R-BF76g=s64-c-k-c0x00ffffff-no-rj,64,フィールドライス,おいら,CkUKGkNQSG1odl9waVBRQ0ZhMFRyUVlkQmVNSEpnEidDTno4emR6cGlQUUNGUkNKandvZDZ2RUMwUTE2MzYzNzY2MzE4ODc%3D,text_message,-16,-0:16,1636376632210344
add_chat_item,,,UCRwxSEpswnU3gI8LWHU57VA,32,32x32,https://yt4.ggpht.com/ytc/AKedOLR5LwQrVAToJ_LyxtG0mtaPCDt9T9LTV3uk2vsV0ok=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AKedOLR5LwQrVAToJ_LyxtG0mtaPCDt9T9LTV3uk2vsV0ok=s64-c-k-c0x00ffffff-no-rj,64,Rara Riri,ひろゆきさんに【優秀ですね】って言われたいです。,CkUKGkNPTEhnSURxaVBRQ0ZkVXByUVlkSlZZQkNBEidDT1Rka1BQcGlQUUNGU3RTaFFvZE8zc0ExQTE2MzYzNzY2MzI4NTU%3D,text_message,-14,-0:14,1636376634205199
add_chat_item,,,UCs6_S2UeiUisdX6iIkn3zGA,32,32x32,https://yt4.ggpht.com/InlXILFctgFOOkA18YwWeBzKIARQYt_gpCQnM51ANxILPel0ro05o_GCYLjaRohXUAgZx3Qt=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/InlXILFctgFOOkA18YwWeBzKIARQYt_gpCQnM51ANxILPel0ro05o_GCYLjaRohXUAgZx3Qt=s64-c-k-c0x00ffffff-no-rj,64,のいしーふぃっしー,楽しみー,CkUKGkNNNmZ4WUhxaVBRQ0ZXb0dyUVlkaVVVSUh3EidDTFQ5eWQzcGlQUUNGWFpYaFFvZHpYc0NxUTE2MzYzNzY2Mzc1Njc%3D,text_message,-11,-0:11,1636376637427716
